OBJECTID,GEOID10,GEOID20,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,CSA,CSA_Name,CBSA,CBSA_Name,CBSA_POP,CBSA_EMP,CBSA_WRK,Ac_Total,Ac_Water,Ac_Land,Ac_Unpr,TotPop,CountHU,HH,P_WrkAge,AutoOwn0,Pct_AO0,AutoOwn1,Pct_AO1,AutoOwn2p,Pct_AO2p,Workers,R_LowWageWk,R_MedWageWk,R_HiWageWk,R_PCTLOWWAGE,TotEmp,E5_Ret,E5_Off,E5_Ind,E5_Svc,E5_Ent,E8_Ret,E8_off,E8_Ind,E8_Svc,E8_Ent,E8_Ed,E8_Hlth,E8_Pub,E_LowWageWk,E_MedWageWk,E_HiWageWk,E_PctLowWage,D1A,D1B,D1C,D1C5_RET,D1C5_OFF,D1C5_IND,D1C5_SVC,D1C5_ENT,D1C8_RET,D1C8_OFF,D1C8_IND,D1C8_SVC,D1C8_ENT,D1C8_ED,D1C8_HLTH,D1C8_PUB,D1D,D1_FLAG,D2A_JPHH,D2B_E5MIX,D2B_E5MIXA,D2B_E8MIX,D2B_E8MIXA,D2A_EPHHM,D2C_TRPMX1,D2C_TRPMX2,D2C_TRIPEQ,D2R_JOBPOP,D2R_WRKEMP,D2A_WRKEMP,D2C_WREMLX,D3A,D3AAO,D3AMM,D3APO,D3B,D3BAO,D3BMM3,D3BMM4,D3BPO3,D3BPO4,D4A,D4B025,D4B050,D4C,D4D,D4E,D5AR,D5AE,D5BR,D5BE,D5CR,D5CRI,D5CE,D5CEI,D5DR,D5DRI,D5DE,D5DEI,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked,NatWalkInd,Shape_Length,Shape_Area
938,4.8375E+11,4.8375E+11,48,375,10200,2,108,"Amarillo-Pampa-Borger, TX",11100,"Amarillo, TX",263412,119365,114759,173.9072503,0,173.9072503,173.9072503,1000,405,386,0.569,17,0.044041451,120,0.310880829,249,0.64507772,483,112,168,203,0.231884058,327,14,17,55,50,191,14,17,55,41,191,0,9,0,147,115,65,0.449541284,2.328827575,5.750191543,1.880312635,0.080502682,0.097753256,0.316260535,0.287509577,1.098286585,0.080502682,0.097753256,0.316260535,0.235757853,1.098286585,0,0.051751724,0,4.20914021,0,0.847150259,0.739173568,0.739173568,0.704186304,0.606765063,0.689448146,0.591280094,0.635349636,0.557090617,0.492840995,0.807407407,1.47706422,0.620602673,21.76430422,5.668483739,3.16598258,12.92983791,65.03880649,11.04036776,36.80122588,7.360245175,33.12110329,11.04036776,469.39,0,0,0.67,2.465682134,0.00067,35598,32250,12446,9910,0.005948351,0.836969811,0.005675596,0.830094463,0.006101797,0.34082756,0.00780479,0.354853726,16,12,11,16,13.66666667,3632.561877,703793.1265
939,4.8375E+11,4.8375E+11,48,375,10100,2,108,"Amarillo-Pampa-Borger, TX",11100,"Amarillo, TX",263412,119365,114759,83.3137186,0.2747752,83.0389434,83.0389434,1048,599,529,0.646,82,0.155009452,316,0.597353497,131,0.247637051,491,121,182,188,0.246435845,257,123,25,0,45,64,123,25,0,8,64,0,37,0,90,126,41,0.350194553,7.213482921,12.62058448,3.094933407,1.48123272,0.301063561,0,0.54191441,0.770722716,1.48123272,0.301063561,0,0.09634034,0.770722716,0,0.44557407,0,10.30841633,0,0.485822306,0.887716792,0.764637625,0.815554009,0.631219255,0.642707163,0.720114248,0.801690772,0.852079831,0.393869732,0.687165775,1.910505837,0.402320664,28.40589601,10.18685396,2.382795924,15.83624612,97.65827536,15.41445432,30.82890864,0,69.36504445,30.82890864,-99999,0,0,-99999,-99999,-99999,37718,32195,-99999,-99999,0.006302598,0.886814634,0.005665916,0.828678798,-99999,-99999,-99999,-99999,15,13,14,1,9.666666667,2626.683516,337166.0396
940,4.8375E+11,4.8375E+11,48,375,11600,2,108,"Amarillo-Pampa-Borger, TX",11100,"Amarillo, TX",263412,119365,114759,305.3866893,0,305.3866893,300.54921,1003,548,530,0.675,10,0.018867925,292,0.550943396,228,0.430188679,544,126,234,184,0.231617647,650,64,110,10,84,382,64,110,10,37,382,5,42,0,272,278,100,0.418461538,1.823328699,3.337223878,2.162707398,0.212943498,0.365996637,0.033272422,0.279488341,1.271006502,0.212943498,0.365996637,0.033272422,0.12310796,1.271006502,0.016636211,0.13974417,0,3.986036097,0,1.226415094,0.726909819,0.726909819,0.659371799,0.617030221,0.743633675,0.598974364,0.663501327,0.48697147,0.786448881,0.911222781,0.836923077,0.849525838,21.34883565,2.008191931,4.442206932,14.89843679,120.8906652,4.191407304,33.53125843,8.382814607,81.73244242,35.62696208,232.01,0,0,0.67,1.404121447,0.000667996,41873,36550,12552,9768,0.00699689,0.984505784,0.006432342,0.940773725,0.006153765,0.343730317,0.007692956,0.349769041,17,12,16,19,16.5,5648.549603,1235882.579
941,4.8375E+11,4.8375E+11,48,375,11600,1,108,"Amarillo-Pampa-Borger, TX",11100,"Amarillo, TX",263412,119365,114759,107.6108145,0,107.6108145,107.56379,720,378,378,0.481,26,0.068783069,224,0.592592593,128,0.338624339,421,111,182,128,0.263657957,1050,21,76,182,587,184,21,76,182,144,184,1,442,0,533,270,247,0.507619048,3.514193764,6.693702407,9.761649343,0.195232987,0.706557476,1.692019219,5.457226823,1.710612837,0.195232987,0.706557476,1.692019219,1.338740481,1.710612837,0.009296809,4.109189533,0,13.27584311,0,2.777777778,0.747072441,0.747072441,0.78142527,0.731246026,0.815966087,0.603277821,0.639706086,0.428731631,0.813559322,0.572399728,0.400952381,0.549334563,25.67405543,5.386578514,7.904209804,12.38326711,55.52453095,11.89471528,23.78943057,11.89471528,23.78943057,11.89471528,501.58,0,0,2,11.89471528,0.002777778,37981,33533,28054,14211,0.006346545,0.892998213,0.005901388,0.863118066,0.013753801,0.768244927,0.011192117,0.508862391,19,17,10,15,14.33333333,3263.804798,435494.9027
942,4.8375E+11,4.8375E+11,48,375,12800,2,108,"Amarillo-Pampa-Borger, TX",11100,"Amarillo, TX",263412,119365,114759,369.1367596,3.8184363,365.3183233,302.72093,2244,953,789,0.644,89,0.112801014,357,0.452471483,343,0.434727503,873,256,409,208,0.293241695,485,201,21,109,122,32,201,21,109,96,32,0,26,0,160,215,110,0.329896907,3.148114007,7.412767925,1.60213567,0.663977876,0.069370823,0.360067604,0.403011447,0.10570792,0.663977876,0.069370823,0.360067604,0.317123761,0.10570792,0,0.085887685,0,4.750249677,0,0.614702155,0.84688838,0.84688838,0.833442767,0.718139433,0.660405702,0.717757024,0.768377194,0.887039168,0.355441554,0.714285714,1.8,0.449328964,19.61034962,0,3.421660322,16.1886893,103.9698191,0,7.007587183,19.27086475,64.82018144,36.78983271,0,0,0,4,7.007587183,0.001782531,33219,32246,13924,8690,0.005550825,0.781035456,0.005674892,0.829991506,0.006826404,0.381301859,0.006843959,0.311168403,15,16,15,20,16.83333333,5818.342132,1493877.24
943,4.8113E+11,4.8113E+11,48,113,7818,3,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,19.4786459,0,19.4786459,19.4786459,623,653,458,0.555,155,0.338427948,220,0.480349345,83,0.181222707,445,133,210,102,0.298876404,43,1,15,0,18,9,1,15,0,0,9,0,18,0,9,23,11,0.209302326,33.5238909,31.98374277,2.207545649,0.051338271,0.770074064,0,0.924088876,0.462044438,0.051338271,0.770074064,0,0,0.462044438,0,0.924088876,0,35.73143655,0,0.093886463,0.827186633,0.712499784,0.827186633,0.551457756,0.243066108,0.337661841,0.375913104,0.018718164,0.129129129,0.176229508,10.34883721,8.70666E-05,10.26542595,0,0.07529387,10.19013208,65.71298675,0,0,0,0,65.71298675,181.05,0.070865866,1,32.33,1062.250431,0.051894061,459085,309387,322152,173204,0.000421332,0.832082722,0.00036439,0.857165417,0.001249642,0.439565118,0.001539615,0.445786233,4,10,11,19,12.33333333,1318.177378,78829.73043
944,4.8113E+11,4.8113E+11,48,113,13616,3,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,365.080366,0,365.080366,365.080366,1668,791,718,0.724,0,0,495,0.689415042,223,0.310584958,1011,159,254,598,0.15727003,35341,4489,8990,3063,15736,3063,4489,8989,3063,14975,3063,59,702,1,5347,7757,22237,0.15129736,2.166646234,4.568857039,96.80334329,12.29592281,24.6247151,8.389933519,43.10283835,8.389933519,12.29592281,24.62197597,8.389933519,41.0183658,8.389933519,0.161608253,1.922864293,0.002739123,98.96998953,0,49.22144847,0.866456081,0.866456081,0.715044917,0.715044917,0.817317182,0.590680677,0.633551403,0.371766742,0.090140236,0.055622799,0.028607,0.378555343,25.47450474,5.771343945,12.98676185,6.716398952,69.55531539,17.53038672,21.03646406,17.53038672,33.30773477,15.77734805,116.68,0,0,13.67,23.96403865,0.008195444,502155,331415,210780,105377,0.00046086,0.910146267,0.000390335,0.918194613,0.000817625,0.287601926,0.000936699,0.271215537,19,16,11,20,16.16666667,9097.441873,1477454.401
945,4.8113E+11,4.8113E+11,48,113,16615,1,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,391.7780384,0,391.7780384,373.78597,1607,618,539,0.579,7,0.012987013,177,0.3283859,355,0.658627087,986,233,303,450,0.236308316,201,0,1,1,199,0,0,1,1,0,0,0,199,0,165,31,5,0.820895522,1.653352586,4.299251788,0.53774089,0,0.002675328,0.002675328,0.532390234,0,0,0.002675328,0.002675328,0,0,0,0.532390234,0,2.191093475,0,0.372912801,0.057044495,0.038938926,0.057044495,0.030137795,0.43417009,0.388765427,0.43188045,0.9610945,0.222345133,0.338668913,4.905472637,0.020131437,19.02848667,0,4.521407038,14.50707963,111.6664941,0,19.60293648,6.534312159,96.38110435,27.77082668,-99999,0,0,-99999,-99999,-99999,193727,170020,-99999,-99999,0.000177796,0.351126457,0.000200246,0.471045209,-99999,-99999,-99999,-99999,8,1,15,1,6.833333333,6029.778933,1585502.419
946,4.8113E+11,4.8113E+11,48,113,16626,2,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,174.4375269,0,174.4375269,174.4375269,2047,699,615,0.57,59,0.095934959,277,0.450406504,279,0.453658537,983,219,375,389,0.222787386,188,44,9,0,116,19,44,9,0,9,19,0,107,0,75,78,35,0.39893617,4.007165272,11.73486025,1.077749744,0.252239302,0.051594403,0,0.664994523,0.108921517,0.252239302,0.051594403,0,0.051594403,0.108921517,0,0.61340012,0,5.084915017,0,0.305691057,0.732132898,0.630624953,0.735223238,0.569045164,0.485779439,0.604363747,0.672827736,0.778081071,0.168232662,0.321093083,5.228723404,0.01457098,28.23042305,0.500686034,2.542955133,25.18678188,112.5555971,0,7.337870599,0,117.4059296,29.3514824,-99999,0,0,-99999,-99999,-99999,212418,183822,-99999,-99999,0.00019495,0.385003534,0.000216502,0.50928404,-99999,-99999,-99999,-99999,10,10,15,1,8.666666667,3739.138222,705938.4025
947,4.8113E+11,4.8113E+11,48,113,20300,3,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,140.839587,0,140.839587,134.72101,792,533,442,0.686,194,0.438914027,126,0.285067873,122,0.2760181,339,105,160,74,0.309734513,255,14,0,0,194,47,14,0,0,92,47,0,102,0,48,110,97,0.188235294,3.956324259,5.878815784,1.892800536,0.103918461,0,0,1.440012957,0.348869118,0.103918461,0,0,0.682892743,0.348869118,0,0.757120215,0,5.849124795,0,0.576923077,0.618084494,0.421908304,0.869483131,0.57965542,0.652920143,0.614486127,0.684096806,0.658865405,0.487106017,0.858585859,1.329411765,0.719346754,26.07426767,2.001434751,0.984318031,23.08851489,174.2191988,9.088353831,4.544176915,9.088353831,72.70683064,113.6044229,238.72,0.141728026,0.484331311,27.67,125.7373752,0.034936869,423134,288570,273859,80639,0.000388338,0.766922226,0.000339872,0.799491331,0.001062311,0.373671011,0.000716802,0.207545762,15,11,18,19,16.66666667,3656.829179,569968.3591
948,4.8113E+11,4.8113E+11,48,113,7819,1,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,110.6543452,0,110.6543452,110.6543452,1751,1212,1022,0.769,149,0.145792564,683,0.668297456,190,0.18590998,959,252,405,302,0.262773723,626,530,37,0,29,30,530,37,0,15,30,0,14,0,197,339,90,0.314696486,10.95302672,15.82405098,5.657256377,4.789689904,0.334374578,0,0.262077372,0.271114523,4.789689904,0.334374578,0,0.135557261,0.271114523,0,0.126520111,0,16.6102831,0,0.612524462,0.429947385,0.37033652,0.390270873,0.302060302,0.553235861,0.564610323,0.628570935,0.823082253,0.526714346,0.789905363,1.531948882,0.587458965,23.31600141,4.883725409,2.078597835,16.35367817,169.724921,0,0,5.783776487,202.4321771,28.91888244,265.54,0,0.121001828,10.67,61.71289512,0.006093661,426690,289428,237747,109483,0.000391601,0.773367408,0.000340883,0.801868444,0.000922231,0.324397452,0.000973197,0.281783413,12,4,18,18,14.66666667,3642.421451,447811.431
949,4.8113E+11,4.8113E+11,48,113,7818,1,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,27.9746852,0,27.9746852,27.9746852,1848,718,596,0.572,28,0.046979866,315,0.52852349,253,0.424496644,708,194,355,159,0.274011299,20,0,19,0,1,0,0,19,0,1,0,0,0,0,0,11,9,0,25.66606183,66.0597246,0.714932084,0,0.67918548,0,0.035746604,0,0,0.67918548,0,0.035746604,0,0,0,0,26.38099391,0,0.033557047,0.286396957,0.123344456,0.286396957,0.095465652,0.13622905,0.044104215,0.049100462,0,0.021413276,0.054945055,35.4,1E-15,7.221655409,0,0,7.221655409,30.51902082,0,0,0,45.7556534,0,198.49,0,0,5.67,129.7172774,0.003068182,436324,296316,237799,109731,0.000400443,0.790828847,0.000348996,0.820951843,0.000922433,0.324468404,0.000975402,0.282421706,2,2,7,19,9.333333333,1401.00268,113211.6101
950,4.8113E+11,4.8113E+11,48,113,14137,1,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,589.7928589,0.9471343,588.8457246,587.97076,3835,1750,1705,0.708,32,0.018768328,732,0.429325513,941,0.551906158,1243,120,177,946,0.096540628,3518,40,319,49,2755,355,40,317,49,2018,355,33,704,2,400,641,2477,0.113700966,2.976338483,6.52243319,5.983290734,0.068030594,0.542543986,0.083337478,4.685607155,0.603771521,0.068030594,0.539142457,0.083337478,3.432143462,0.603771521,0.05612524,1.197338453,0.00340153,8.959629217,0,2.063343109,0.466613423,0.466613423,0.599944121,0.599944121,0.634829878,0.489055093,0.540818639,0.441661452,0.956888345,0.52215921,0.353325753,0.523784862,28.2247195,8.674845753,7.51778745,12.0320863,105.1016207,15.21620966,14.12933754,9.781849064,97.81849064,20.65057025,418.43,0,0,3.67,3.988820674,0.000956975,507969,328985,48550,23465,0.000466196,0.92068403,0.000387473,0.911462229,0.000188328,0.066244774,0.000208581,0.060393374,14,12,15,16,14.66666667,6288.144364,2386855.74
951,4.8113E+11,4.8113E+11,48,113,15303,2,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,1146.228206,0.8781934,1145.350013,1145.350013,515,155,120,0.449,10,0.083333333,35,0.291666667,75,0.625,184,48,70,66,0.260869565,4827,44,47,4457,279,0,44,47,4457,279,0,0,0,0,424,1308,3095,0.087839238,0.13532981,0.449644209,4.214432223,0.038416204,0.041035491,3.891386869,0.243593659,0,0.038416204,0.041035491,3.891386869,0.243593659,0,0,0,0,4.349762033,0,40.225,0.235398972,0.202761638,0.235398972,0.156932648,0.268783426,0.604779122,0.444416347,0.39482766,0.192811681,0.073438435,0.038118914,0.382173309,9.536047991,2.376925516,4.86489532,2.294227155,10.24804633,2.793905762,8.381717285,2.235124609,2.793905762,0.558781152,1190.91,0.050739453,0.179491354,8.33,4.654646999,0.016174757,372747,269874,3077,117,0.000342094,0.675596759,0.000317853,0.747693535,1.19358E-05,0.004198459,1.04002E-06,0.00030113,4,2,5,13,7,12295.55338,4638722.071
952,4.8113E+11,4.8113E+11,48,113,15304,2,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,280.6057716,0,280.6057716,277.8395449,3217,1032,995,0.585,31,0.031155779,300,0.301507538,664,0.667336683,1326,288,496,542,0.21719457,520,80,0,229,184,27,80,0,229,177,27,7,0,0,88,212,220,0.169230769,3.714374066,11.57862536,1.871583832,0.287935974,0,0.824216726,0.66225274,0.097178391,0.287935974,0,0.824216726,0.637058343,0.097178391,0.025194398,0,0,5.585957897,0,0.522613065,0.844213447,0.727165884,0.762711387,0.590320332,0.649204521,0.643554975,0.663915467,0.814648662,0.2782981,0.563380282,2.55,0.212247974,20.86416817,0,2.635866203,18.22830197,98.11230839,0,9.123119547,4.561559774,107.1966547,15.96545921,1036.69,0,0.130405815,1,2.280779887,0.000310849,337369,245285,115992,67422,0.000309626,0.611474816,0.000288892,0.679569017,0.000449938,0.15826702,0.000599316,0.173528322,15,11,14,13,13.33333333,4541.178857,1135597.325
953,4.8113E+11,4.8113E+11,48,113,16523,3,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,1996.588756,354.9999215,1641.588835,1266.65193,660,209,209,0.474,0,0,15,0.071770335,194,0.928229665,242,42,61,139,0.173553719,146,0,90,0,24,32,0,90,0,10,32,1,13,0,44,29,73,0.301369863,0.16500192,0.521058694,0.115264499,0,0.071053458,0,0.018947589,0.025263452,0,0.071053458,0,0.007894829,0.025263452,0.000789483,0.010263277,0,0.280266419,0,0.698564593,0.844445487,0.57642372,0.661125713,0.511695456,0.763803893,0.650595103,0.724296307,0.962640438,0.362282878,0.75257732,1.657534247,0.518127335,4.709087421,0.496574368,0,4.212513053,13.91042599,0,0,0,15.59464798,3.508795794,-99999,0,0,-99999,-99999,-99999,120280,106762,-99999,-99999,0.000110389,0.218005184,0.000125742,0.295787135,-99999,-99999,-99999,-99999,18,9,6,1,6.833333333,13254.05835,8080090.149
954,4.8113E+11,4.8113E+11,48,113,18139,1,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,928.9714616,0.1099595,928.8615021,928.8615021,2527,842,842,0.556,0,0,79,0.093824228,763,0.906175772,1280,230,364,686,0.1796875,96,12,4,12,67,1,12,4,12,8,1,0,59,0,27,54,15,0.28125,0.906486056,2.720534756,0.103352329,0.012919041,0.004306347,0.012919041,0.072131313,0.001076587,0.012919041,0.004306347,0.012919041,0.008612694,0.001076587,0,0.063518619,0,1.009838386,0,0.114014252,0.59078651,0.59078651,0.673129366,0.580004723,0.238603204,0.344450812,0.375067873,0.059174017,0.073198628,0.139534884,13.33333333,4.40252E-06,9.70505404,1.559964516,2.39357135,5.751518174,26.19292537,2.756062119,4.134093179,2.756062119,26.87160566,2.756062119,-99999,0,0,-99999,-99999,-99999,207950,187582,-99999,-99999,0.000190849,0.37690537,0.000220931,0.519701226,-99999,-99999,-99999,-99999,4,11,7,1,5.166666667,10958.56312,3759497.199
955,4.8113E+11,4.8113E+11,48,113,14130,2,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,154.0320089,0,154.0320089,154.03201,1795,944,760,0.648,59,0.077631579,443,0.582894737,258,0.339473684,1244,189,304,751,0.15192926,486,54,18,4,239,171,54,18,4,58,171,0,181,0,147,183,156,0.302469136,6.128596257,11.65342191,3.155188327,0.350576481,0.116858827,0.025968628,1.551625535,1.110158856,0.350576481,0.116858827,0.025968628,0.376545109,1.110158856,0,1.175080426,0,9.283784585,0,0.639473684,0.697302881,0.697302881,0.778440596,0.670746583,0.617553473,0.69985641,0.777553343,0.620089423,0.426128891,0.561849711,2.559670782,0.210205263,43.1751145,15.02469277,11.40771479,16.74270694,119.156532,24.92988326,16.61992217,20.77490272,124.6494163,4.154980543,961.58,0,0,1.67,6.938817507,0.000930362,468027,310101,22343,12709,0.000429539,0.848289924,0.000365231,0.859143574,8.66695E-05,0.030486241,0.000112971,0.032709968,14,14,16,13,14.33333333,4366.266133,623360.4011
956,4.8113E+11,4.8113E+11,48,113,14129,2,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,40.2135482,1.2315464,38.9820018,38.9820018,1831,836,790,0.78,41,0.051898734,437,0.553164557,312,0.394936709,965,132,174,659,0.136787565,152,4,56,1,48,43,4,56,1,9,43,20,19,0,62,51,39,0.407894737,21.44579451,46.97039442,3.899235365,0.102611457,1.436560397,0.025652864,1.231337484,1.103073162,0.102611457,1.436560397,0.025652864,0.230875778,1.103073162,0.513057285,0.487404421,0,25.34502987,0,0.192405063,0.756703025,0.756703025,0.795525976,0.744441255,0.356314423,0.491749638,0.546561865,0.242380572,0.153303076,0.272157565,6.348684211,0.004754403,43.62169924,0,21.86749441,21.75420484,229.9317528,0,65.67133246,49.25349934,180.5961643,16.41783311,328.57,0,0,1.67,27.4177813,0.00091207,445552,296487,69239,45112,0.000408912,0.80755442,0.000349197,0.821425603,0.000268581,0.09447419,0.000401002,0.116107645,6,17,20,17,16.16666667,1606.860817,162743.2633
957,4.8113E+11,4.8113E+11,48,113,14130,3,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,128.7381116,0,128.7381116,128.7381116,1475,672,672,0.676,0,0,249,0.370535714,423,0.629464286,671,95,139,437,0.141579732,201,46,48,22,55,30,46,48,22,42,30,0,13,0,47,81,73,0.233830846,5.219899466,11.45736862,1.561309215,0.357314547,0.372849962,0.170889566,0.427223915,0.233031226,0.357314547,0.372849962,0.170889566,0.326243717,0.233031226,0,0.100980198,0,6.781208681,0,0.299107143,0.969365816,0.969365816,0.954240925,0.822225669,0.501614745,0.614902885,0.671605985,0.466686415,0.239856802,0.461009174,3.338308458,0.096490718,31.18864537,0,12.56326096,18.62538441,109.4041215,0,19.8853313,29.82799695,84.51265802,9.94266565,666.54,0,0,1.67,8.302125817,0.001132203,414010,276571,69199,44896,0.000379964,0.750385152,0.00032574,0.766247763,0.000268426,0.094419611,0.000399082,0.115551712,10,19,15,14,14.5,2966.658554,520995.6003
958,4.8113E+11,4.8113E+11,48,113,14407,1,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,200.6004749,0,200.6004749,200.6004749,2337,983,911,0.658,53,0.058177827,489,0.536772777,369,0.405049396,909,196,419,294,0.215621562,2593,1523,86,152,101,731,1523,86,152,93,731,0,8,0,892,1128,573,0.344003085,4.900287502,11.65002227,12.92619073,7.592205356,0.428712843,0.757725026,0.503488339,3.64405917,7.592205356,0.428712843,0.757725026,0.463608075,3.64405917,0,0.039880265,0,17.82647824,0,2.846322722,0.668037574,0.668037574,0.606079025,0.522230517,0.763874489,0.64803851,0.708449212,0.425713203,0.948073022,0.519131925,0.350559198,0.522337785,31.7873233,8.581660172,4.933316225,18.2723469,214.9099598,12.76168464,38.28505393,6.380842322,226.5199024,31.90421161,429.16,0,0,4.33,13.81452363,0.001852803,407048,286852,118798,67616,0.000373575,0.737766661,0.000337849,0.794731564,0.000460823,0.162095709,0.00060104,0.174027632,18,9,19,16,16.16666667,4653.055871,811818.9743
959,4.80292E+11,4.80292E+11,48,29,181003,3,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,141.7486679,0.2592079,141.48946,141.48946,3993,1293,1228,0.762,78,0.063517915,591,0.481270358,559,0.455211726,1388,376,578,434,0.270893372,1918,14,46,22,1631,205,14,46,22,1493,205,0,138,0,267,741,910,0.139207508,9.138489892,28.2211834,13.55578006,0.0989473,0.325112556,0.155488614,11.52736041,1.448871174,0.0989473,0.325112556,0.155488614,10.55202274,1.448871174,0,0.975337668,0,22.69426995,0,1.561889251,0.343881324,0.343881324,0.446469786,0.384702551,0.5616379,0.481073781,0.532753808,0.460997461,0.648959567,0.83968542,0.72367049,0.758562936,14.9783535,4.793323203,0.003714132,10.18131616,19.60852773,9.046610256,0,4.523305128,22.61652564,0,368.81,0,0,5,22.61652564,0.001252191,213441,154260,143350,56594,0.001324229,0.969397626,0.001112605,0.923624084,0.001403811,0.433264825,0.000959288,0.290271787,12,5,6,17,10.5,3898.254344,573648.9523
960,4.8113E+11,4.8113E+11,48,113,14126,2,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,2455.097138,33.343674,2421.753464,2297.96032,2116,669,669,0.651,35,0.052316891,136,0.20328849,498,0.744394619,981,169,200,612,0.172273191,21308,1328,2848,10502,6375,255,1328,2770,10502,3552,255,260,2563,78,2435,7116,11757,0.114276328,0.291127742,0.920816596,9.272570903,0.577903799,1.239359956,4.570139836,2.774199339,0.110967974,0.577903799,1.205416811,4.570139836,1.545718596,0.110967974,0.113143816,1.115336926,0.033943145,9.563698646,0,31.85052317,0.748494889,0.748494889,0.705754656,0.705754656,0.727919539,0.561075507,0.494677326,0.378146082,0.180669399,0.088025483,0.046039046,0.38521219,11.31627113,1.13106247,5.59252809,4.592680573,32.8679534,1.585627958,6.871054484,5.813969179,23.78441937,6.606783158,-99999,0,0,2.33,0.61575219,0.001101134,314715,227185,-99999,-99999,0.000288835,0.570414877,0.000267574,0.629422456,-99999,-99999,-99999,-99999,17,16,8,1,8.5,16502.12665,9935641.653
961,4.8113E+11,4.8113E+11,48,113,14134,1,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,151.3055075,0,151.3055075,133.1402514,1323,396,396,0.63,0,0,29,0.073232323,367,0.926767677,548,79,80,389,0.144160584,371,245,26,3,77,20,245,26,3,64,20,1,12,0,182,121,68,0.490566038,2.974307138,9.936889758,2.786535223,1.84016477,0.195282792,0.02253263,0.578337499,0.150217532,1.84016477,0.195282792,0.02253263,0.480696103,0.150217532,0.007510877,0.090130519,0,5.760842361,0,0.936868687,0.610798524,0.610798524,0.558492964,0.522629324,0.651938029,0.70043958,0.777667719,0.606217773,0.438016529,0.807399347,1.477088949,0.620587326,27.87334055,0.983704237,1.941670746,24.94796557,128.3506484,0,8.459705275,0,126.8955791,38.06867374,-99999,0,0,-99999,-99999,-99999,378740,281052,-99999,-99999,0.000347594,0.686458956,0.000331018,0.7786625,-99999,-99999,-99999,-99999,15,9,16,1,9.666666667,4353.769427,612323.718
962,4.8113E+11,4.8113E+11,48,113,14134,2,206,"Dallas-Fort Worth, TX-OK",19100,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,99.6868117,0,99.6868117,99.6868117,926,399,370,0.65,30,0.081081081,226,0.610810811,114,0.308108108,435,76,67,292,0.174712644,246,14,16,32,142,42,14,16,32,98,42,0,44,0,54,93,99,0.219512195,4.002535473,9.28909235,2.467728637,0.140439841,0.160502676,0.321005351,1.424461246,0.421319523,0.140439841,0.160502676,0.321005351,0.983078888,0.421319523,0,0.441382358,0,6.47026411,0,0.664864865,0.761236882,0.761236882,0.883190796,0.761005029,0.648534225,0.66437309,0.721216252,0.679812372,0.419795222,0.72246696,1.768292683,0.463804254,45.84569627,24.60681406,2.312164157,18.92671806,145.5695067,57.78096322,12.84021405,6.420107024,128.4021405,44.94074917,1200.3,0,0,-99999,-99999,-99999,366372,272359,5567,6609,0.000336244,0.664042195,0.000320779,0.754578298,2.15946E-05,0.007595976,5.87476E-05,0.017010007,15,18,17,13,15.5,2949.661916,403426.1545
